,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,closed_date,resolution_description,resolution_action_updated_date,address_type,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
255,50047771,2021-03-18T23:28:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),NA,10036,565 11 AVENUE,11 AVENUE,W 42 ST,W 43 ST,NA,NA,NEW YORK,NA,Open,04 MANHATTAN,1010907502,MANHATTAN,984810,216638,ONLINE,Unspecified,MANHATTAN,40.76129771,-73.99797853,40.76129771,-73.99797853,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13094,12,4,10,6,NA,NA,NA,ADDRESS,N/A,NA,NA,NA,NA
256,50046811,2021-03-18T23:27:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,709 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,AVENUE B,DITMAS AVENUE,AVENUE B,DITMAS AVENUE,BROOKLYN,ROCKAWAY PARKWAY,Closed,17 BROOKLYN,3081150018,BROOKLYN,1009183,176893,PHONE,Unspecified,BROOKLYN,40.652172,-73.91014478,40.652172,-73.91014478,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13827,61,2,25,40,2021-03-19T00:17:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-03-19T04:17:04.000,NA,NA,NA,NA,NA,NA
257,50050000,2021-03-18T23:27:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,84-31 62 DRIVE,62 DRIVE,84 PLACE,WOODHAVEN BOULEVARD,84 PLACE,WOODHAVEN BOULEVARD,MIDDLE VILLAGE,62 DRIVE,Closed,05 QUEENS,4029740085,QUEENS,1020041,203299,PHONE,Unspecified,QUEENS,40.72461309,-73.87087376,40.72461309,-73.87087376,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",15309,54,3,28,62,2021-03-19T00:53:23.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T04:53:25.000,NA,NA,NA,NA,NA,NA
258,50047427,2021-03-18T23:27:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,1316 KINGS HIGHWAY,KINGS HIGHWAY,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,BROOKLYN,KINGS HIGHWAY,Closed,15 BROOKLYN,3067960005,BROOKLYN,995412,160832,ONLINE,Unspecified,BROOKLYN,40.60811601,-73.95980019,40.60811601,-73.95980019,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13512,32,2,15,36,2021-03-18T23:50:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T03:50:43.000,NA,NA,NA,NA,NA,NA
259,50052668,2021-03-18T23:27:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,45-05 NEWTOWN ROAD,NEWTOWN ROAD,45 STREET,46 STREET,45 STREET,46 STREET,ASTORIA,NEWTOWN ROAD,In Progress,01 QUEENS,4007120006,QUEENS,1008162,215619,MOBILE,Unspecified,QUEENS,40.75846849,-73.91368681,40.75846849,-73.91368681,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16860,39,3,33,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,50047237,2021-03-18T23:27:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,2518 WEST STREET,WEST STREET,AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,BROOKLYN,WEST STREET,Closed,13 BROOKLYN,3072157501,BROOKLYN,992659,153443,PHONE,Unspecified,BROOKLYN,40.58783774,-73.96972428,40.58783774,-73.96972428,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",18183,21,2,45,35,2021-03-19T00:20:53.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T04:20:56.000,NA,NA,NA,NA,NA,NA
261,50047798,2021-03-18T23:27:00.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11416,107-10 95 AVENUE,95 AVENUE,107 STREET,108 STREET,107 STREET,108 STREET,OZONE PARK,95 AVENUE,Closed,09 QUEENS,4093910003,QUEENS,1029287,190668,MOBILE,Unspecified,QUEENS,40.6899018,-73.83760073,40.6899018,-73.83760073,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24012,46,3,46,60,2021-03-19T00:23:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:23:59.000,NA,NA,NA,NA,NA,NA
262,50051420,2021-03-18T23:26:50.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,417 WEST  205 STREET,WEST  205 STREET,NA,NA,NA,NA,NEW YORK,NA,Open,12 MANHATTAN,1022020033,MANHATTAN,1006793,253559,ONLINE,Unspecified,MANHATTAN,40.8626068,-73.91850096,40.8626068,-73.91850096,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13092,47,4,39,22,NA,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
263,50046747,2021-03-18T23:26:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10462,1980 UNIONPORT ROAD,UNIONPORT ROAD,NA,NA,NA,NA,BRONX,NA,Open,11 BRONX,2042560014,BRONX,1020596,249064,PHONE,Unspecified,BRONX,40.85022334,-73.86862381,40.85022334,-73.86862381,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11271,59,5,22,32,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
264,50048353,2021-03-18T23:26:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459,985 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,BARRETTO STREET,BRUCKNER EXPRESSWAY EXIT   46 EB,BARRETTO STREET,BRUCKNER EXPRESSWAY EXIT   46 EB,BRONX,BRUCKNER BOULEVARD,Closed,02 BRONX,2027350028,BRONX,1014615,238272,ONLINE,Unspecified,BRONX,40.82062504,-73.89029155,40.82062504,-73.89029155,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12343,8,5,43,24,2021-03-19T00:02:25.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:02:28.000,NA,NA,NA,NA,NA,NA
265,50051331,2021-03-18T23:26:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10029,21 EAST  104 STREET,EAST  104 STREET,NA,NA,NA,NA,NEW YORK,NA,Open,11 MANHATTAN,1016100009,MANHATTAN,997754,228060,MOBILE,Unspecified,MANHATTAN,40.79263779,-73.9512307,40.79263779,-73.9512307,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12426,7,4,35,14,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
266,50046582,2021-03-18T23:26:40.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,1360 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NA,NA,NA,NA,NEW YORK,NA,Open,12 MANHATTAN,1021530001,MANHATTAN,1002219,248052,MOBILE,Unspecified,MANHATTAN,40.84750222,-73.93505196,40.84750222,-73.93505196,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13091,47,4,39,21,NA,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
267,50049164,2021-03-18T23:26:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,95-13 120 STREET,120 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,SOUTH RICHMOND HILL,120 STREET,Closed,09 QUEENS,4094580044,QUEENS,1032489,191615,PHONE,Unspecified,QUEENS,40.69248422,-73.82604786,40.69248422,-73.82604786,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24015,46,3,46,60,2021-03-19T00:23:04.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T04:23:09.000,NA,NA,NA,NA,NA,NA
268,50052334,2021-03-18T23:26:19.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10029,242 EAST  105 STREET,EAST  105 STREET,NA,NA,NA,NA,NEW YORK,NA,Open,11 MANHATTAN,1016540029,MANHATTAN,999711,227269,ONLINE,Unspecified,MANHATTAN,40.7904635,-73.94416488,40.7904635,-73.94416488,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12426,7,4,35,14,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
269,50049844,2021-03-18T23:26:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11219,5340 13 AVENUE,13 AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,BROOKLYN,13 AVENUE,Closed,12 BROOKLYN,NA,BROOKLYN,985717,169731,ONLINE,Unspecified,BROOKLYN,40.63254882,-73.99471468,40.63254882,-73.99471468,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17621,2,2,18,39,2021-03-18T23:42:29.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T03:42:32.000,NA,NA,NA,NA,NA,NA
270,50051507,2021-03-18T23:26:03.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11207,COVERT STREET,COVERT STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,NA,NA,In Progress,Unspecified BROOKLYN,NA,BROOKLYN,NA,NA,PHONE,Unspecified,BROOKLYN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,50048987,2021-03-18T23:26:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10469,1000 DUNCAN STREET,DUNCAN STREET,PAULDING AVENUE,HONE AVENUE,PAULDING AVENUE,HONE AVENUE,BRONX,DUNCAN STREET,Closed,12 BRONX,2046110032,BRONX,1023441,257387,PHONE,Unspecified,BRONX,40.87305527,-73.85829163,40.87305527,-73.85829163,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11607,29,5,2,30,2021-03-18T23:33:15.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T03:33:19.000,NA,NA,NA,NA,NA,NA
272,50048475,2021-03-18T23:25:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,NA,11374,99-65 64 ROAD,64 ROAD,99 STREET,102 STREET,99 STREET,102 STREET,REGO PARK,64 ROAD,Closed,06 QUEENS,4021130034,QUEENS,1024676,205572,PHONE,Unspecified,QUEENS,40.73083195,-73.85413805,40.73083195,-73.85413805,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14785,40,3,28,70,2021-03-19T00:33:35.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T04:33:39.000,NA,NA,NA,NA,NA,NA
273,50046810,2021-03-18T23:25:39.000,NYPD,New York City Police Department,Drinking,After Hours - Licensed Est,Club/Bar/Restaurant,11372,88-08 ROOSEVELT AVENUE,ROOSEVELT AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,JACKSON HEIGHTS,ROOSEVELT AVENUE,In Progress,04 QUEENS,4015100057,QUEENS,1018087,211912,PHONE,Unspecified,QUEENS,40.74826132,-73.87788004,40.74826132,-73.87788004,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14784,66,3,21,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,50047094,2021-03-18T23:25:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11220,513 57 STREET,57 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,BROOKLYN,57 STREET,Closed,07 BROOKLYN,3008407501,BROOKLYN,980401,172766,MOBILE,Unspecified,BROOKLYN,40.64087854,-74.01386893,40.64087854,-74.01386893,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",18180,9,2,7,45,2021-03-19T00:04:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:04:58.000,NA,NA,NA,NA,NA,NA
275,50046266,2021-03-18T23:25:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1555 PARK PLACE,PARK PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,BROOKLYN,PARK PLACE,Closed,08 BROOKLYN,3013680058,BROOKLYN,1004776,184154,ONLINE,Unspecified,BROOKLYN,40.67211314,-73.92600491,40.67211314,-73.92600491,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17615,16,2,49,49,2021-03-19T00:33:51.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T04:33:54.000,NA,NA,NA,NA,NA,NA
276,50053167,2021-03-18T23:25:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,14 EAST    4 STREET,EAST    4 STREET,BROADWAY,LAFAYETTE STREET,BROADWAY,LAFAYETTE STREET,NEW YORK,EAST    4 STREET,Closed,02 MANHATTAN,1005317501,MANHATTAN,986030,204532,ONLINE,Unspecified,MANHATTAN,40.7280696,-73.99357781,40.7280696,-73.99357781,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12075,57,4,32,5,2021-03-18T23:29:01.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T03:29:04.000,NA,NA,NA,NA,NA,NA
277,50053499,2021-03-18T23:25:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10465,1629 BAY SHORE AVENUE,BAY SHORE AVENUE,DETECTIVE JOSEPH G LEMM WAY,WATT AVENUE,DETECTIVE JOSEPH G LEMM WAY,WATT AVENUE,BRONX,BAY SHORE AVENUE,Closed,10 BRONX,2054170183,BRONX,1035039,247896,ONLINE,Unspecified,BRONX,40.84694626,-73.81642715,40.84694626,-73.81642715,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11274,43,5,12,28,2021-03-19T00:25:53.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:25:59.000,NA,NA,NA,NA,NA,NA
278,50052731,2021-03-18T23:25:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11433,109-30 160 STREET,160 STREET,109 AVENUE,110 AVENUE,109 AVENUE,110 AVENUE,JAMAICA,160 STREET,Closed,12 QUEENS,4121480100,QUEENS,1042134,191803,ONLINE,Unspecified,QUEENS,40.69294241,-73.79126603,40.69294241,-73.79126603,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24668,41,3,46,61,2021-03-19T00:33:13.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T04:33:15.000,NA,NA,NA,NA,NA,NA
279,50052406,2021-03-18T23:24:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,71-24 67 STREET,67 STREET,CENTRAL AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,MYRTLE AVENUE,RIDGEWOOD,67 STREET,Closed,05 QUEENS,4036790019,QUEENS,1015590,195283,MOBILE,Unspecified,QUEENS,40.70262799,-73.88696931,40.70262799,-73.88696931,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",15310,54,3,34,62,2021-03-18T23:43:27.000,The Police Department issued a summons in response to the complaint.,2021-03-19T03:43:32.000,NA,NA,NA,NA,NA,NA
280,50051697,2021-03-18T23:24:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,1323 FLATBUSH AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FOSTER AVENUE,BEDFORD AVENUE,FOSTER AVENUE,BROOKLYN,FLATBUSH AVENUE,Closed,17 BROOKLYN,3052110072,BROOKLYN,997056,171978,ONLINE,Unspecified,BROOKLYN,40.63870722,-73.95385819,40.63870722,-73.95385819,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13510,61,2,26,40,2021-03-19T00:30:51.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T04:30:54.000,NA,NA,NA,NA,NA,NA
281,50053755,2021-03-18T23:23:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10010,202 EAST   21 STREET,EAST   21 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,NEW YORK,EAST   21 STREET,Closed,06 MANHATTAN,1009010056,MANHATTAN,988762,207926,ONLINE,Unspecified,MANHATTAN,40.73738433,-73.98371856,40.73738433,-73.98371856,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12073,71,4,50,7,2021-03-18T23:56:41.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T03:56:43.000,NA,NA,NA,NA,NA,NA
282,50051162,2021-03-18T23:23:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,41-21 ELBERTSON STREET,ELBERTSON STREET,ELMHURST AVENUE,WHITNEY AVENUE,ELMHURST AVENUE,WHITNEY AVENUE,ELMHURST,ELBERTSON STREET,In Progress,04 QUEENS,4015530053,QUEENS,1018435,211321,PHONE,Unspecified,QUEENS,40.74663783,-73.87662709,40.74663783,-73.87662709,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14784,66,3,5,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,50048019,2021-03-18T23:22:16.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11216,1257 PACIFIC STREET,PACIFIC STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,BROOKLYN,PACIFIC STREET,In Progress,08 BROOKLYN,3012000062,BROOKLYN,997804,186201,MOBILE,Unspecified,BROOKLYN,40.67774512,-73.95113446,40.67774512,-73.95113446,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17618,16,2,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,50049868,2021-03-18T23:21:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,PELHAM LINE,GLEASON AVENUE,PELHAM LINE,BRONX,BEACH AVENUE,Closed,09 BRONX,2037630001,BRONX,1021327,241829,MOBILE,Unspecified,BRONX,40.83036236,-73.86602154,40.83036236,-73.86602154,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11610,58,5,31,26,2021-03-18T23:23:32.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T03:23:36.000,NA,NA,NA,NA,NA,NA
285,50048246,2021-03-18T23:21:47.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11229,1949 EAST   12 STREET,EAST   12 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,BROOKLYN,EAST   12 STREET,In Progress,15 BROOKLYN,3072910058,BROOKLYN,995234,158577,ONLINE,Unspecified,BROOKLYN,40.60192672,-73.96044492,40.60192672,-73.96044492,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",18183,32,2,15,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,50052279,2021-03-18T23:21:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11229,2072 EAST   19 STREET,EAST   19 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,BROOKLYN,EAST   19 STREET,Closed,15 BROOKLYN,3073230036,BROOKLYN,997368,157879,ONLINE,Unspecified,BROOKLYN,40.60000795,-73.95276141,40.60000795,-73.95276141,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13512,32,2,15,36,2021-03-18T23:39:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T03:39:07.000,NA,NA,NA,NA,NA,NA
287,50052202,2021-03-18T23:21:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11225,552 FLATBUSH AVENUE,FLATBUSH AVENUE,NA,NA,NA,NA,BROOKLYN,NA,Open,09 BROOKLYN,3050260070,BROOKLYN,995169,179927,ONLINE,Unspecified,BROOKLYN,40.66052803,-73.96064445,40.66052803,-73.96064445,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13509,17,2,11,44,NA,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
